id,jurisdiction,name,type,target,target_category,effective_date,enforcement_date,removal_date,duration_days,date_uncertain,compliance,exemptions,enforcement_measures,executive_orders,removal_method,removal_details,authority,mandate_communications,ref_code
VIC-069,VIC,Open Premises Directions,Public Space,creative arts premises,public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC and removed the clause requiring equipment to be cleaned between users
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT600
VIC-070,VIC,Open Premises Directions,Public Space,"entertainment and
function premises
that are not specified
elsewhere",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC and added a requirement to publish a covid safe plan
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT700
VIC-071,VIC,Open Premises Directions,Public Space,"food and drink
premises",public_space,,2021-10-23,2022-10-12,,True,"visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Doesn't apply to food courts or premises being operated only for the purposes of providing take-away goods or delivery of pre-ordered goods or if a patron attends only to take away food
Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPFADT200
VIC-072,VIC,Open Premises Directions,Public Space,"funeral parlours and
crematoriums",public_space,,2021-10-23,2021-12-15,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria","Do not apply if the metropolitan premises is within the density quotient (4 sq metres); and does not permit the total number of patrons in all of the indoor spaces at the premises to exceed 10; and
(c) does not permit the total number of patrons in all of the outdoor spaces at the premises to exceed 20.
for regional it's to exceed the density quotient (4 sq metres); and (b) does not permit the total number of patrons at the whole of the premises at any time to exceed the lesser of:
(i) the density quotient (4 sq metres); or (ii) 20.
Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",Open Premises Order (No.2),Requirememnt removed before 5/12/2021 as it's not in the new order,,Minister for Health,,VICPOTHT800
VIC-073,VIC,Open Premises Directions,Public Space,gaming machine premises,public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC and removed the 1.5m spacing requirement
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","21/10-15/12/21: doesn't apply to regional VIC if the number of patrons in an outdoor space is less than 20, and less than 10 for indoor spaces
Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT900
VIC-074,VIC,Open Premises Directions,Public Space,"general retail
premises",public_space,,2021-10-23,2021-12-15,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",Open Premises Order (No.2),Requirememnt removed before 5/12/2021 as it's not in the new order,,Minister for Health,,VICPOTHT110
VIC-075,VIC,Open Premises Directions,Public Space,"karaoke and
nightclubs operating
as food and drink
premises",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VIDPFADT300
VIC-076,VIC,Open Premises Directions,Public Space,"large rehearsal
theatre",public_space,,2021-10-23,2021-12-15,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",Open Premises Order (No.2),Requirememnt removed before 5/12/2021 as it's not in the new order,,Minister for Health,,
VIC-077,VIC,Open Premises Directions,Public Space,"physical recreation
premises",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exceptions for community sports; professional or high performance sport; broadcasting; authorised worker; hydrotherapy services
Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT120
VIC-078,VIC,Open Premises Directions,Public Space,places of worship,public_space,,2021-10-23,2021-12-15,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
Lower patron limits for unvaccinated operations","Exception for essential public support services and broadcasting
Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",Open Premises Order (No.2),Requirememnt removed before 5/12/2021 as it's not in the new order,,Minister for Health,,VICPOTHT130
VIC-079,VIC,Open Premises Directions,Public Space,real estate premises,public_space,,2021-10-23,2021-12-15,,True,"workers and visitors must be fully vaccinated and 18 or above to access
an auction conducted in either Metropolitan Melbourne or Regional
Victoria; or an inspection conducted in Regional Victoria.
Lower patron limit for unvaccinated patrons in Regional VIC","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",Open Premises Order (No.2),Requirememnt removed before 5/12/2021 as it's not in the new order,,Minister for Health,,VICPOTHT140
VIC-080,VIC,Open Premises Directions,Public Space,"sex on premises,
brothels and
sexually explicit
venues",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT150
VIC-081,VIC,Open Premises Directions,Public Space,"swimming pools,
spas, saunas,
steam rooms and
springs",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT160
VIC-082,VIC,Open Premises Directions,Public Space,"restricted retail
premises",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exceptions (21/10-15/12/21): Essential retail premises and general retail premises; online auction houses
Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT170
VIC-083,VIC,Open Premises Directions,Public Space,"tours (walking or
cycling)",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
must ensure any shared
equipment used is cleaned between users.
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","premises used for tourism services if the tourism services are provided in a cruise ship, if the operator does not permit the total number of patrons on the vessel to exceed 99.
Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT180
VIC-084,VIC,Open Premises Directions,Public Space,"premises used for tourism
services",public_space,,2021-10-23,2022-10-12,,True,"workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and
Regional Victoria
15/12/21: changed to all of VIC
6/1/22: workers above 12 years and 2 months of age must be fully vaccinate","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.","Open Premises Order (No.2)
Pandemic Open Premises Order (No.1) 2021",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICPOTHT190
VIC-085,VIC,Open Premises Directions,Public Space,education premises,"education, public_space",,2021-10-21,2021-12-15,,True,"NOT A MANDATE
students must only attend onsite education in metropolitan Vic for a specified number of days according to their year group. 
Pre-primary: 3 days a week 
Y1&2: 2 days per week 
Y3-6, 8-10: 2 days per week with face masks 
Y7, 11, 12: 5 days per week with face masks","Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections
a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or
a worker is required to respond to an emergency; or
a worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",Open Premises Order (No.2),Requirement removed before 15/12/2021 as it's not in the new order,,Minister for Health,,VICEEDUT200
VIC-086,VIC,Victorian Border Crossing Permit Directions,Public Space,"Prohibited persons
a person who has been in a red zone in a State, Territory or Green Zone Country in the 14 days prior to entry to Victoria but does not include:
(a) a person described in clause 5(1)(b);
(b) a Victorian resident described in clause 6(1); or
(c) a Victorian resident described in clause 7(1);",travel,,,2022-12-15,,True,Must not enter Victoria,"A prohibited person must not enter Victoria unless the prohibited person:
(a) is an aircrew services worker who is permitted to enter Victoria under clause 9; or
(b) has a valid transit permit under clause 10; or
(c) has a valid specified worker (other) permit under clause 11(1); or
(d) has a valid specified worker (exclusive outdoor activities) permit under clause 11(2); or
(e) has a valid specified worker (low workplace interaction) permit under clause 11(7); or
(f) is an excepted person under clause 13; or
(g) has a valid exemption under clause 3(5) or 14.","A person who fails to comply with these directions is liable for an on-the-spot fine of:
i. aged 18 years or older – $1,652; aged 15 years or older but under the age of 18 years – $660.80; aged under 15 years – $165.20; or
in the case of a body corporate – $9,913; or
Refusing or failing to comply with a requirement to self-isolate or self-quarantine:
i. aged 18 years or older – $4,957; ii. aged 15 years or older but under the age of 18 years – $826.10; or
iii. under the age of 15 years – $165.20; 
Refusing or failing to comply with a requirement in relation to a person travelling from a restricted area (however described) and seeking to enter Victoria without a reasonable excuse or other valid reason or excuse, in the case of a natural person:
i. aged 18 years or older – $4,957; ii. aged 15 years or older but under the age of 18 years – $826.10; iii. under the age of 15 years – $165.20.
A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",Victorian Border Crossing Permit Directions,Removed before or on this date as it's not in the next order (Pandemic (Victorian Border Crossing) Order 2021 (No. 1)),,Minister for Health,,VICPIST0000
WA-001,WA,Mandatory Vaccination Policy Phased Approach Group 1,Employment,Hotel quarantine workers,quarantine,2021-04-27,2021-04-27,2022-02-05,284.0,False,Fully vaccinated by 10 May 2021,"does not include a quarantine centre driver.
(a) law enforcement; or
(b) responding to an emergency other than COVID-19; or
(c) performing maintenance or repairs, but only to the extent that, due to the nature
of the maintenance or repairs, it is not reasonably practicable for a quarantine
centre worker who is vaccinated against COVID-19 to perform the maintenance
or repairs and the person who is able to perform the maintenance or repairs is
not eligible to be vaccinated against COVID-19 at the time that the maintenance
or repairs are required to be performed.","It is an offence for a person to fail, without reasonable excuse, to comply with any of these
directions, punishable by a fine of up to $20,000 for individuals and $100,000 for bodies
corporate.",Access to Quarantine Centres Directions (No 2),revoked by another document,,Public Health Order,"WA Government Annoucement
News articles",WAEHQW0000
WA-002,WA,COVID-19 Mandatory Vaccination and Vaccination Program Policy Version 2,Employment,WA health system entities and employees in a Residential aged care facility,aged_care,2021-08-09,2021-09-17,2022-11-04,452.0,False,"First dose by 17 September 2021
Fully vaccinated by 17 November 2021","1. a permanent medical exemption authorised by a medical practitioner
2. a temporary medical exemption authorised by a medical practitioner
3. an authorised temporary exemption or exception due to the inability to access a
COVID-19 vaccine
4. an authorised temporary exemption or exception due to a critical workforce
shortage, to maintain the provision of quality of care or to protect the health and
safety of residents, or
5. an authorised exemption or exception related to another category in the relevant
state or territory public health order.","Unvaccinated Employees will initially be allowed to remain away from the workplace for a period
of two weeks without disciplinary action being commenced – the Preliminary Access Restriction
Period (PARP). The PARP provides time for the Employee to make a decision regarding their
intention to be Vaccinated and/or to receive a COVID-19 vaccine, prior to commencement of
formal disciplinary proceedings. The PARP will be unpaid.
Following the expiration of the two week PARP, the Employer may initiate disciplinary proceedings
in accordance with the Discipline Policy and Procedures.
Any decision to initiate disciplinary action, and subsequent disciplinary outcomes, will be
considered on a case by case basis and compliant with the Discipline Policy and Procedures.
Given the access restrictions provided for by the Aged Care Worker Directions, termination of
employment is a potential outcome for instances of non-compliance.
It is an offence for a person to fail, without reasonable excuse, to comply with any of these directions, punishable by a fine of up to $20,000 for individuals and $100,000 for bodies corporate.",Residential Aged Care Facility Worker Access Directions.,4/11/22 End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,"Policy replaced by a newer version on 13/01/22 
06/19/21 Direction No.1 revoked by No.2 which added the ""fully vaccinated by 17 November 2021"" date
22/09/21 - Direction No.2 replaced by No.3 which added a ""further public state of emergency made on 22/09/21"" notice. No change in mandate requirements.  No revocation section
11/10/21 - No.3 revoked by No.4 which added a revocation section",WA Chief Health Officer,"WA Government Annoucement
News articles
Release of guidelines
Australian Government news announcement
National Cabinet agreed on 28/06/21 that the COVID-19 vaccination of residential
aged care workers will become mandatory by mid-September 2021.",WAERAC00V2
